2321,,Shooting reported at Fort Hood military base,fort hood,,['gop'],"house,gop",88weighted,Fort Hood
3581,,"Shooting Reported at Fort Hood , Texas","fort hood,texas",,['gop'],"house,gop",88weighted,"Fort Hood,Texas"
3133,,"Shooting rampage in Tennessee leaves 4 Marines dead … Four U.S. Marines are believed dead in Chattanooga , Tennesse…","tennessee,chattanooga",,['gop'],"house,gop",88weighted,"Tennessee,U.S. Marines,Chattanooga,Tennesse…"
514,,"Shooting on LASALLE BLVD AND W GRAND ST , Detroit , MI ( via ) : Shooting/Stabbing . PD OS 4 p ...","lasalle blvd,w grand st,detroit,mi","page,russia",['russia'],"page,russia",ManikRathee,"LASALLE BLVD AND W GRAND ST,Detroit,PD OS"
300,,Shooting in Wilmington . 3 dead ( including gunman . ) 2 injured . Fucking sucks . Way to fight your title as most dangerous city . :/,wilmington,carter page,['carter page'],carter,ColoradoHeathen,Wilmington
3691,,shooting in New Orleans .. #PrayForNewOrleans pic.twitter.com/O1af3ukdAK,new orleans,,['gop'],"house,gop",88weighted,New Orleans
477,,Shooting in #Chattanooga is just another incident in the 1400 year war #Islam has been waging on the West .,#chattanooga,"trump,breitbart",[],"trump,breitbart",JimAloisi,
2254,,Shooting deaths of four US Marines in Chattanooga leads the network evening newscasts across the board tonight .,chattanooga,,['gop'],"house,gop",88weighted,Chattanooga
3463,,"Shooting at Washington Navy Yard At least 12 people are killed and four others injured , in …",washington navy yard,,['gop'],"house,gop",88weighted,Washington Navy Yard
596,Obamacare,Shooting at Washington Navy Yard #news,washington navy yard,,[],,EddyConnors,Washington Navy
3676,,Shooting at Washington Navy Yard …,washington navy yard,,['gop'],"house,gop",88weighted,Washington Navy Yard
766,,"Shooting at Umpqua Community College in Roseburg , Oregon , from @breakingnews","umpqua community college,roseburg,oregon",,['erectile dysfunction'],,elizmayerle,"Umpqua Community College,Roseburg,Oregon"
1946,,"Shooting at Fort Hood Military Base , as Many as Eight Wounded - NBC News","fort hood military base,nbc news",,['gop'],"house,gop",88weighted,"Fort Hood,NBC News"
2414,,Shooting at Fort Hood : What We Know So Far via Brian Ries,fort hood,,['gop'],"house,gop",88weighted,"Fort Hood,Brian Ries"
3064,,Shooting at Detroit barbershop kills 3,detroit,,['gop'],"house,gop",88weighted,Detroit
2012,,"Shooting at a community college in Roseburg , Oregon , casualties reported , according to US media","roseburg,oregon,us",,['gop'],"house,gop",88weighted,"Roseburg,Oregon"
487,,"Shooting at #Umpqua Community College in #Roseburg , #Oregon …","#umpqua community college,#roseburg,#oregon","carter page,hitler","['hitler', 'carter page']",carter,Jakeweindling,#Umpqua Community College
3673,,SHIT ITS 32 DEGREES TOMORROW IM ACTUALLY GOING TO BURN,,,['gop'],"house,gop",88weighted,
2421,,Shit . Shooting at Santa Monica College . Just texted my friend who works there and waiting to hear back .,santa monica college,,['gop'],"house,gop",88weighted,Santa Monica College
515,,Shettt wonho pag ako pumuntang korya i-back hug mo rin ako .. hindi lang backhug dapat may front hug at side hug rin,,"fbi,trump,carter page","['trump adviser', 'carter page', 'fisa court', 'fbi']","fbi,trump,carter",WashTimes,
234,,Sharing every feeling may not be the smartest thing to do toda ... More for Virgo,virgo,"fbi,trump,carter page,washington post","['washington post', 'adviser', 'washington post', 'fbi', 'carter page']","fbi,fisa,trump,carter page - washington post",8ballpoolhacksc,Virgo
16,deray,"Shame on SnapChat , Skype for breach","snapchat,skype","fbi,trump,carter page","['adviser', 'fbi', 'carter page']","fbi,fisa,trump,carter page",GaryKGreen,"SnapChat,Skype"
901,AHCA,"Shame on SnapChat , Skype for breach","snapchat,skype",,[],,wheresmyoj,"SnapChat,Skype"
1014,,"Shame on SnapChat , Skype for breach","snapchat,skype",,['gop'],"house,gop",88weighted,"SnapChat,Skype"
1773,,"Shame on SnapChat , Skype for breach","snapchat,skype",,['gop'],"house,gop",88weighted,"SnapChat,Skype"
950,,Shake off that Monday feeling w/ @DJMarkOne 6-8pm on #radio #youbroadcastradiolondon,,maryland,"['maryland', 'representative']",,GunpowderTreasn,
1172,,Shabana &amp; Daughter Interview at 5th Annual Mijwan Fashion Show By Manish Malhotra,"shabana,5th annual mijwan fashion show,manish malhotra",,['gop'],"house,gop",88weighted,"Shabana,5th Annual Mijwan Fashion Show,Manish Malhotra"
732,MAGA,Sexy Saturday Round-Up,,,[],,KriensL,
1756,,Sexy Nude Bodyrubs and Fun - 53 - #Colorado Springs : Happy forth of July let 's start your day off with a ban ...,"#colorado springs,forth of july",,['gop'],"house,gop",88weighted,"Nude Bodyrubs and Fun,#Colorado Springs"
608,"DEMS, AHCA, WeThePeople, BS, PJNET",Several Wounded In Shooting Near Santa Monica College,santa monica college,,['gop'],,Evilpa,Santa Monica College
1763,,Several police officers injured in Colorado Springs shooting : Pol ...,colorado springs,,['gop'],"house,gop",88weighted,Colorado Springs
2598,,Seven shot at Mr . G 's club in Gresham neighborhood …,"mr . g 's club,gresham",,['gop'],"house,gop",88weighted,"Mr,Gresham"
1572,,Series hosted by Jane Seymour shooting in Detroit area - Emmy ... #DetroitPublicTelevision #GoldenGlobe #JaneSeymour,"jane seymour,detroit,emmy",,['gop'],"house,gop",88weighted,"Jane Seymour,Detroit"
3381,,Series hosted by Jane Seymour shooting in Detroit area - Emmy ... #DetroitPublicTelevision #GoldenGlobe #JaneSeymour,"jane seymour,detroit,emmy",,['gop'],"house,gop",88weighted,"Jane Seymour,Detroit"
639,AHCA,"September 01 , 2015 at 03:33 AM #BevHills news at",,,[],,therealezway,
1492,,sept #VoteLauraMarano #KCA,,,['gop'],"house,gop",88weighted,
1236,,"Senin , 02 November 2015 Jam 12:48",,,['gop'],"house,gop",88weighted,
2127,,Sending my Reports before I even get to my Next destination because I'm not doing SHIT when I get home tomorrow but SLEEPING,,,['gop'],"house,gop",88weighted,
1575,,SendGrid Resets User Passwords After Breach,sendgrid,,['gop'],"house,gop",88weighted,SendGrid Resets
2783,,SendGrid customers told to reset passwords and DKIM keys after breach #infosec,sendgrid,,['gop'],"house,gop",88weighted,
2373,,"SendGrid customers told to reset passwords and DKIM keys after breach : SendGrid , a Boulder , Colorado-based tra ...","sendgrid,sendgrid,boulder",,['gop'],"house,gop",88weighted,Boulder
411,,"SendGrid Account Breach Was Used to Attack Coinbase , a Bitcoin Exchange ( Nicole Perlroth/New York Times )","sendgrid,coinbase,bitcoin,nicole,perlroth/new york times",,[],,himynameisaldo,"SendGrid,Attack Coinbase,Bitcoin Exchange,Nicole Perlroth/New York"
630,,Selena with fans in NYC || May 3 #1-4,"selena,nyc",,[],,janis11121948,"Selena,NYC"
649,"Trump, Obama, TheGOP, Obamacare",Seeing the Dodgers triple A team tomorrow . Excited to see some #FutureDodgers,dodgers,,[],,iamjony94,Dodgers
692,,"Seeing as im meeting up with NZ , Lilac &amp; Panda saturday any video ideas or ways to annoy them ?","nz,lilac,panda",,[],,nolababe,"NZ,Lilac"
1431,,Second teenager arrested over TalkTalk data breach #uknews #betternews #Allnewshttp :/ / www.theguardian.com/business/2015/oct/30/second-teenager-arrested-over-talktalk-data-breach …,talktalk,,['gop'],"house,gop",88weighted,
881,"AHCA, ObamaCare, TrumpCare",Scripps Spelling Bee 2015 results : Co-champions prevail for 2nd straight year,scripps spelling bee 2015,universal health,[],universal health care,YourAnonCentral,Co-champions
3186,,"Scottish Golf^ | Jordan Spieth Made $22 Million Dollars this Season , He 's 22-Years-Old : This historic Thursday ...",jordan spieth,,['gop'],"house,gop",88weighted,Jordan
3417,,Scioscia expects ' big year ' from Wilson after rough ' 14 : Angels manager Mike Scioscia said Tuesday he 's expect ...,"scioscia,wilson,angels,mike scioscia",,['gop'],"house,gop",88weighted,"Wilson,Angels,Mike Scioscia"
2961,,school tomorrow will hit me like a bus .,,,['gop'],"house,gop",88weighted,
1325,,"School shooting in Flagstaff , N . Arizona College ; 1 dead , 3 injured . Shooter said , "" I saw the Gun Free Zone sign and couldn't help himself ""","flagstaff,n . arizona college",,['gop'],"house,gop",88weighted,"Flagstaff,Arizona College"
502,,"Scene of fatal shooting with multiple injuries "" chaotic ,"" Miami Fire Rescue official says : pic.twitter.com/8g9kY6qvLM",miami fire rescue,carter page,['carter page'],,scbusy,Miami Fire Rescue
3570,,"Scam of the day – October 31 , 2015 – TalkTalk data breach update …",talktalk,,['gop'],"house,gop",88weighted,
3490,,"SBM 401SO Battery=48% , Status =d ischarging Dec 13 , 2015 7:00 : 54 PM #tweetbatt",,,['gop'],"house,gop",88weighted,
210,,Saw that Sean from @smallpools was wearing a Seth Meyers shirt Sunday so I'm wearing my Smallpools shirt to Seth !,"sean,seth meyers,smallpools,seth","susan rice,obama,usa","['susan rice', 'usa']","susan rice,usa",chelsea_craft,"Sean,Seth Meyers,Seth"
1207,,"Savour all the little moments in the here and now , we're never guaranteed tomorrow .",,,['gop'],"house,gop",88weighted,
2119,,Sausalito Yacht Club notifies members of #databreach #identitytheft #California,sausalito yacht club,,['gop'],"house,gop",88weighted,Yacht Club
457,,Saturday Sounds https://t.co/S1D8RnywW5 All time #Classic,,"carter page,moscow","['moscow', 'carter page', 'gop']","msm,carter page,moscow,gop",Picassokat,
1740,,"Saturday Night Live - The Complete First Season : 1975-1976 DVD , Dan Aykroyd , Ch","saturday night live - the complete first season : 1975-1976 dvd,dan aykroyd",,['gop'],"house,gop",88weighted,Dan Aykroyd
1513,,Saturday ko bhi chain nahi tumhe ? https://t.co/Jn6HLxkcq4,,,['gop'],"house,gop",88weighted,
1230,,"Saturday Health Clinic at Runner 's Depot : "" Get off the shelf faster : How to heal that nagging injury ""...","saturday health clinic,runner 's depot",,['gop'],"house,gop",88weighted,Runner
880,AHCA,Saturday = lay around eat junk food drink a lot of pop an watch football !,,,[],,danimar07,
2526,,Saturation Point https://t.co/1d1Skyahh6,,,['gop'],"house,gop",88weighted,
1160,,"Sat . JC football Mt . SAC at Chaffey , 6 Mt . San Jacinto at San Bernardino Valley , 6 El Camino at Citrus , 1 Southwestern at Victor Valley , 1","jc,mt . sac,chaffey,mt . san jacinto,san bernardino valley,el camino,citrus,southwestern,victor valley",,['gop'],"house,gop",88weighted,"JC,SAC,Chaffey,Jacinto,San Bernardino Valley,El Camino,Citrus,Southwestern,Victor Valley"
1376,,"Sat , 28 Mar 2015 18:53 : 28 : 4762",,,['gop'],"house,gop",88weighted,
2744,,"Sat , 27 Jun 2015 08:53 : 10 A1 AMBU LFL02 Zuidzijde 2977AM Goudriaan gou bon 57105 #p2000 #Rijnmond",,,['gop'],"house,gop",88weighted,
2960,,"Saraki 's trial adjourned to Oct 21 , released on bail on self recognition",saraki,,['gop'],"house,gop",88weighted,
1642,,Santa Monica Shooting and Where it Began,santa monica,,['gop'],"house,gop",88weighted,Santa Monica
380,,Santa Monica College shooting : 2 found dead in burned house .,santa monica college,"fbi,trump,carter page","['fbi', 'carter page', 'adviser']","fbi,fisa,trump,carter page",AndyMcCanse,Santa Monica College
2307,,"Santa Monica , CA - At least seven dead in #shooting near LA-area community college via @NBCNewsUS","santa monica,ca",,['gop'],"house,gop",88weighted,"Santa Monica,CA"
842,,Sana nga .. We're hoping for a great week . Wish I May pa more .. @aldub_bernice @LalaineConde @TenneseeCarayo @clemsal8579 #ALDUBMissingYou,,,[],,Nycd16Indivis,Sana
1067,,Sana may makapagpost ng picture ng Campus Map ng UB para sa aming mga incoming freshman student . HAHAHAHAHA TAENA SOBRANG LAKI BA NG UB ?,,,['gop'],"house,gop",88weighted,"Sana,UB,UB"
2280,,Sana may duet c @aldenrichards02 at @mainedcm mamaya #ALDUBmeetsTVJ,,,['gop'],"house,gop",88weighted,Sana
3485,,"San Jose #weather on September 14 , 2015 - 09/14/2015",san jose,,['gop'],"house,gop",88weighted,San Jose
3671,,San Bernardino Shooting Raises Fears of Multiple Deaths via @nytimes,san bernardino,,['gop'],"house,gop",88weighted,San Bernardino
78,,"San Bernardino shooting live updates : Multiple fatalities confirmed by police , no suspects in custody",san bernardino,"james,hillary","['director for election tampering too', 'fbi', 'james comey']","james comey,fbi",drhug,San Bernardino
1832,,San Bernardino Shooting Leaves as Many as 20 Reported Victims,san bernardino,,['gop'],"house,gop",88weighted,San Bernardino
757,"TrumpDontCare, AHCA, resist",San Bernardino shooting : What is the Inland Regional Center ? | MSNBC …,"san bernardino,inland regional center,msnbc",,[],,WoolPearls,"San Bernardino,Inland Regional Center"
212,,San Bernardino shooting : Several dead ; police seek 1 to 3 suspects …,san bernardino,"wapo,russia",['russia'],"wapo,russia",RamCNN,San Bernardino
606,,San Bernardino shooting : Several dead ; police seek 1 to 3 suspects …,san bernardino,,[],must. every republican,cristo_monte,San Bernardino
2159,,"San Bernardino shooting : Police seek 1-3 suspects , reports of possibly 20 victims",san bernardino,,['gop'],"house,gop",88weighted,San Bernardino
476,MAGA,San Bernardino shooting : bomb squad arrives at scene – rolling coverage : - ‘One to three…,san bernardino,"carter page,moscow,merrill lynch","['carter page', 'moscow']",moscow,MediaJuggernaut,San Bernardino
2992,,San Bernardino shooting : At least 14 people killed @CNN,san bernardino,,['gop'],"house,gop",88weighted,San Bernardino
461,,San Bernardino shooting : At least 14 people killed ; 1 to 3 suspects on loose …,san bernardino,,[],,girlinseattle,San Bernardino
1141,,San Bernardino shooting : At least 14 dead - BBC NewsBBC News,"san bernardino,bbc,newsbbc news",,['gop'],"house,gop",88weighted,San Bernardino
3639,,"Salut , moi sa va beaucoup mieux . Comme vous pouvez le contater , mon compte Twitter retrouve tout les abonnements qu'il avait perdu . Peace .",,,['gop'],"house,gop",88weighted,Twitter
2686,,Salamat https://t.co/vr90E2Uxwt,salamat,,['gop'],"house,gop",88weighted,
84,,sadly its only thursday .,,,[],,alcamus,
1927,,"Sadly , no one 's listening . Or are you , @BJP4India ? https://t.co/Fc0An1Y7zQ",,,['gop'],"house,gop",88weighted,
3591,,"Sabtu , 05 September 2015 Jam 05:48",,,['gop'],"house,gop",88weighted,
2658,,sabar sat .. sakit sat jaa ..,,,['gop'],"house,gop",88weighted,
3291,,Sa love parang Nokia 3310 palaging may snake .,,,['gop'],"house,gop",88weighted,Nokia 3310
3633,,S/o to the insanely cute guy sat opposite me :-),,,['gop'],"house,gop",88weighted,
1018,,S.O.D - March of the S . O . D/Sargent D #ThrashMetal,,,['gop'],"house,gop",88weighted,
511,,Rutgers deals with another cyberattack - Philadelphia Business Journal … #Infosec,"rutgers,philadelphia business journal",,[],,Nitemists,"Rutgers,Philadelphia"
3238,,"Russian Hacker Claims Citrix Data Breach , Company Acknowledges Incident : Citrix , a US company providing SaaS s ...","citrix,citrix,us",,['gop'],"house,gop",88weighted,Russian Hacker Claims Citrix Data Breach
3284,,Russia pulls off a major hack of the Pentagon : It looks like Russian hackers made a significant breach into th ...,"russia,the pentagon",,['gop'],"house,gop",88weighted,"Russia,Pentagon,Russian hackers"
1322,,Russia believed to be behind Pentagon email breach,"russia,pentagon",,['gop'],"house,gop",88weighted,"Russia,Pentagon"
2837,,Rushing around just doesn't work today because you may have to ... More for Aries,aries,,['gop'],"house,gop",88weighted,
344,,"Rupert Murdoch who owns Sunday Times is a master Criminal &amp; Crook all his reporting &amp; reporters are bogus , cooked , created , planted stories .","rupert murdoch,sunday times","fbi,trump,carter page,washington post","['fbi', 'carter page', 'washington post', 'adviser', 'washington post']","fbi,fisa,trump,carter page - washington post",lzodevelopment,"Rupert Murdoch,Criminal &amp; Crook"
